answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
903255,1519786,1018526,"@9%% 0,00",530,539,,PDF_SGST / UGST @ 9 %,ICIC_ITK1_NFS1_202301_D_ITK1NFS101230022.txt,"ASHTRA STATE CODE :27 ITKINFS101230022 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 723 12291.00 NO. OF NON-FINANCIAL TRANSACTIONS 55 330.00 TOTAL 12621.00 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2271.78 GRAND TOTAL 14892.78 TOTAL (AMOUNT IN WORDS) RUPEES FOURTEEN THOUSAND EIGHT HUNDRED NINTY TWO AND SEVENTY EIGHT PAISE ONLY FOR IRINJALAKUDA TOWN CO-OPERATIVE BANK LTD GSTIN: 32AAAAI1040H1ZF PAN: AAAAI1040H STATE: KERALA APPROVAL SIGNATURE SIGNER: THOPPIL KOCHUKUTTAN DILEEPKUMAR D"
903263,1519787,1018519,27AAACI1195H1ZM,277,292,,ICICI GST NO,ICIC_JAKA_UPI1_202212_D_JAKAUPI112220107.txt,"JAMMU AND KASHMIR BANK CORPORATE HEADQUARTERS, TRC ROAD, DALGATE, SRINAGAR, JAMMU & KASHMIR 190001 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JAKAUPI112220107 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 997158 FUND TRANSFER TRANSACTIONS 207145 97811.69 MERCHANT TRANSACTIONS 211119 749.70 TOTAL 98561.39 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 17741.05 GRAND TOTAL 116302.44 TOTAL (AMOUNT IN "
903105,1519774,1018521,TELANGANA GRAMEENA BANK,0,23,,PDF_Bank Name,ICIC_DGBX_AEPS_202303_D_DGBXAEPS03230023.txt,"TELANGANA GRAMEENA BANK H.NO.2-1-520,2ND FLOOR, VIJAYA SRI SAI CELESTIA, STREET 9, NALLAKUNTA,SHANKARMUTH ROAD, HYDERAB AD, TELANGANA-500044 INVOICE DATE: 31-03-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK LIMITED , 5TH FLOOR , UNIT NO .3 , HALLMARK BUSINESS PLAZA , SAN INVOICE NO: T DNYANESHWAR MARG , NEAR KALA MAND"
903109,1519774,1018524,INTERCHANGE RECEIVED 1 FOR THE MONTH OF MAR-23 997158 NO. OF FINANCIAL TRANSACTIONS 2403 22127.05,513,610,,PDF_Interchange Fees,ICIC_DGBX_AEPS_202303_D_DGBXAEPS03230023.txt,"MITED , 5TH FLOOR , UNIT NO .3 , HALLMARK BUSINESS PLAZA , SAN INVOICE NO: T DNYANESHWAR MARG , NEAR KALA MANDIR TALKIES , BANDRA (EAST) , MUMBAI , MAHARASTRA, 400051 STATE :MAHARASHTRA DGBXAEPS03230023 STATE CODE :27 GSTIN :27AAACI1195HSZI SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED 1 FOR THE MONTH OF MAR-23 997158 NO. OF FINANCIAL TRANSACTIONS 2403 22127.05 FUND TRANSFER TRANSACTIONS 2682 429.00 TOTAL 22556.05 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4060.09 GRAND TOTAL 26616.14 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY SIX THOUSAND SIX HUNDRED SIXTEEN AND FOURTEEN PAISE ONLY FOR TELANGANA GRAMEENA BANK GSTIN: 36AAAAD3893M2ZB PAN: AAAAD3893M STATE: T"
903111,1519774,1018520,DGBXAEPS03230023,399,415,,PDF_Invoice Number,ICIC_DGBX_AEPS_202303_D_DGBXAEPS03230023.txt,"ARMUTH ROAD, HYDERAB AD, TELANGANA-500044 INVOICE DATE: 31-03-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK LIMITED , 5TH FLOOR , UNIT NO .3 , HALLMARK BUSINESS PLAZA , SAN INVOICE NO: T DNYANESHWAR MARG , NEAR KALA MANDIR TALKIES , BANDRA (EAST) , MUMBAI , MAHARASTRA, 400051 STATE :MAHARASHTRA DGBXAEPS03230023 STATE CODE :27 GSTIN :27AAACI1195HSZI SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED 1 FOR THE MONTH OF MAR-23 997158 NO. OF FINANCIAL TRANSACTIONS 2403 22127.05 FUND TRANSFER TRANSACTIONS 2682 429.00 TOTAL 22556.05 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4060"
903113,1519774,1018529,DIGITALLY SIGNED,996,1012,,Signature Remarks,ICIC_DGBX_AEPS_202303_D_DGBXAEPS03230023.txt,",00 IGST @ 18% 4060.09 GRAND TOTAL 26616.14 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY SIX THOUSAND SIX HUNDRED SIXTEEN AND FOURTEEN PAISE ONLY FOR TELANGANA GRAMEENA BANK GSTIN: 36AAAAD3893M2ZB PAN: AAAAD3893M STATE: TELANGANA APPROVAL SIGNATURE SIGNOR: K P SHOBHA RANI DATO: 26 APRIL 2023 12:39 REASON: DIGITALLY SIGNED"
903119,1519775,1018524,INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 13218 224706.00 NO. OF NON-FINANCIAL TRANSACTIONS 906 5436.00 TOTAL 230142.00,382,541,,PDF_Interchange Fees,ICIC_DPT1_NFS1_202301_D_DPT1NFS101230236.txt,"T FIR, RAJ BHAVAN RD, BANGALOR E,560001 INVOICE DATE: 31-01-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI,400051 INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 DPT1NFS101230236 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 13218 224706.00 NO. OF NON-FINANCIAL TRANSACTIONS 906 5436.00 TOTAL 230142.00 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 41425.56 GRAND TOTAL 271567.56 TOTAL (AMOUNT IN WORDS) RUPEES TWO LAKH SEVENTY ONE THOUSAND FIVE HUNDRED SIXTY SEVEN AND FIFTY SIX PAISE ONLY FOR DEPARTMENT OF POST GSTIN: 29AAAGC0184LIZC PAN: AAAGCO184L STATE: KARNATAKA APPROVAL SIGNATURE SIGNER: DOMIN"
903121,1519775,1018520,DPT1NFS101230236,283,299,,PDF_Invoice Number,ICIC_DPT1_NFS1_202301_D_DPT1NFS101230236.txt,"DEPARTMENT OF POST GENERAL POST OFFICE,0/O THE CHIEF POSTMASTER, BANGALORE GPO, IST FIR, RAJ BHAVAN RD, BANGALOR E,560001 INVOICE DATE: 31-01-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI,400051 INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 DPT1NFS101230236 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 13218 224706.00 NO. OF NON-FINANCIAL TRANSACTIONS 906 5436.00 TOTAL 230142.00 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 41425.56 GR"
903123,1519775,1018529,DIGITALLY SIGNED,904,920,,Signature Remarks,ICIC_DPT1_NFS1_202301_D_DPT1NFS101230236.txt,"OTAL 271567.56 TOTAL (AMOUNT IN WORDS) RUPEES TWO LAKH SEVENTY ONE THOUSAND FIVE HUNDRED SIXTY SEVEN AND FIFTY SIX PAISE ONLY FOR DEPARTMENT OF POST GSTIN: 29AAAGC0184LIZC PAN: AAAGCO184L STATE: KARNATAKA APPROVAL SIGNATURE SIGNER: DOMINIC VIJAY ANAND P DATE: THURSDAY, MARCH 2, 2023 2:20 PM REASON: DIGITALLY SIGNED"
903057,1519768,1018520,BHEXMMS102230003,205,221,,PDF_Invoice Number,ICIC_BHEX_MMS1_202302_D_BHEXMMS102230003.txt,"BHEL EMPLOYEES COOPERATIVE BANK LTD HO: KAILASAPURAM, TIRUCHIRAPPALL-620014 INVOICE DATE: 28-02-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: BHEXMMS102230003 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 35.00 TOTA 35.00 CGST 9% 0.00 SGST/UGST @ 9% 0.00 IGST @ 18% 6.30 GRAND TOTAL 41.30 TOTAL (AMOUNT IN WORDS) RUPEES FORT"
903058,1519768,1018526,@ 9% 0.00,442,451,,PDF_SGST / UGST @ 9 %,ICIC_BHEX_MMS1_202302_D_BHEXMMS102230003.txt,"BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: BHEXMMS102230003 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 35.00 TOTA 35.00 CGST 9% 0.00 SGST/UGST @ 9% 0.00 IGST @ 18% 6.30 GRAND TOTAL 41.30 TOTAL (AMOUNT IN WORDS) RUPEES FORTY ONE AND THIRTY PAISE ONLY FOR BHEL EMPLOYEES COOPERATIVE BANK LTD GSTIN: 33AAAAB182581ZN PAN: AAAAB18258 STATE: TAMIL NADU APPROVAL SIGNATURE SIGNOR: KATIRIVEL EZHILKENNEDY DABO: 31 MARCH 2023 18:33 REASON: DIGITALLY SIGNED"
903064,1519769,1018523,30AACAT1914B1ZB,711,726,,PDF_GSTIN,ICIC_CCBX_NFS1_202301_D_CCBXNFS101230013.txt,"N-23 997158 NO. OF FINANCIAL TRANSACTIONS 7 119.00 NO. OF NON-FINANCIAL TRANSACTIONS 1 6.00 TOTAL 125.00 CGST @ 9% 0.00 SGST/UGST @9%% 0.00 IGST @ 18% 22.50 GRAND TOTAL 147.50 TOTAL (AMOUNT IN WORDS) RUPEES ONE HUNDRED FORTY SEVEN AND FIFTY PAISE ONLY FOR THE CITIZEN COOPERATIVE BANK LIMITED GSTIN: 30AACAT1914B1ZB PAN: AACAT19148 STATE: GOA APPROVAL SIGNATURE SIGNOR: SADASHIV SATU PHADTE DATE: THURSDAY, FEBRUARY 23, 2023 11:25 AM REASON: DIGITALLY SIGNED"
903270,1519787,1018524, INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 997158 FUND TRANSFER TRANSACTIONS 207145 97811.69 MERCHANT TRANSACTIONS 211119 749.70 TOTAL 98561.39,351,497,,PDF_Interchange Fees,ICIC_JAKA_UPI1_202212_D_JAKAUPI112220107.txt,"ROAD, DALGATE, SRINAGAR, JAMMU & KASHMIR 190001 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JAKAUPI112220107 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 997158 FUND TRANSFER TRANSACTIONS 207145 97811.69 MERCHANT TRANSACTIONS 211119 749.70 TOTAL 98561.39 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 17741.05 GRAND TOTAL 116302.44 TOTAL (AMOUNT IN WORDS) RUPEES ONE LAKH SIXTEEN THOUSAND THREE HUNDRED TWO AND FORTY FOUR PAISE ONLY FOR JAMMU AND KASHMIR BANK GSTIN: 01AAACT6167G1ZL PAN: AAACT6167G STATE: JAMMU & KASHMIR ERSHAD AHMAD I AM APPROVING THIS"
903272,1519787,1018520,JAKAUPI112220107,253,269,,PDF_Invoice Number,ICIC_JAKA_UPI1_202212_D_JAKAUPI112220107.txt,"JAMMU AND KASHMIR BANK CORPORATE HEADQUARTERS, TRC ROAD, DALGATE, SRINAGAR, JAMMU & KASHMIR 190001 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JAKAUPI112220107 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 997158 FUND TRANSFER TRANSACTIONS 207145 97811.69 MERCHANT TRANSACTIONS 211119 749.70 TOTAL 98561.39 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 17741.05 GRAND TOTAL 1163"
903275,1519788,1018522,"3RD FLR, MAKER CHAMBERS IV, 222, NARIMAN POINT",22,68,,PDF_Address,ICIC_JIOP_UPI1_202302_D_JIOPUPI102230100.txt,"JIO PAYMENTS BANK LTD 3RD FLR, MAKER CHAMBERS IV, 222, NARIMAN POINT INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JIOPUP|102230100 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 9"
903063,1519769,1018525,@ 9% 0.00,521,530,,PDF_CGST @ 9%,ICIC_CCBX_NFS1_202301_D_CCBXNFS101230013.txt,"0051 INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 CCBXNFS101230013 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 7 119.00 NO. OF NON-FINANCIAL TRANSACTIONS 1 6.00 TOTAL 125.00 CGST @ 9% 0.00 SGST/UGST @9%% 0.00 IGST @ 18% 22.50 GRAND TOTAL 147.50 TOTAL (AMOUNT IN WORDS) RUPEES ONE HUNDRED FORTY SEVEN AND FIFTY PAISE ONLY FOR THE CITIZEN COOPERATIVE BANK LIMITED GSTIN: 30AACAT1914B1ZB PAN: AACAT19148 STATE: GOA APPROVAL SIGNATURE SIGNOR: SADASHIV SATU PHADTE DATE: THURSDAY, FEBRUARY 23,"
903276,1519788,1018521,JIO PAYMENTS BANK LTD,0,21,,PDF_Bank Name,ICIC_JIOP_UPI1_202302_D_JIOPUPI102230100.txt,"JIO PAYMENTS BANK LTD 3RD FLR, MAKER CHAMBERS IV, 222, NARIMAN POINT INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JIOPUP|102230100 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.)"
903065,1519769,1018527,@ 18% 22.50,556,567,,PDF_IGST @ 18%,ICIC_CCBX_NFS1_202301_D_CCBXNFS101230013.txt," STATE CODE :27 CCBXNFS101230013 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 7 119.00 NO. OF NON-FINANCIAL TRANSACTIONS 1 6.00 TOTAL 125.00 CGST @ 9% 0.00 SGST/UGST @9%% 0.00 IGST @ 18% 22.50 GRAND TOTAL 147.50 TOTAL (AMOUNT IN WORDS) RUPEES ONE HUNDRED FORTY SEVEN AND FIFTY PAISE ONLY FOR THE CITIZEN COOPERATIVE BANK LIMITED GSTIN: 30AACAT1914B1ZB PAN: AACAT19148 STATE: GOA APPROVAL SIGNATURE SIGNOR: SADASHIV SATU PHADTE DATE: THURSDAY, FEBRUARY 23, 2023 11:25 AM REASON: DIGITALLY SIGN"
903067,1519769,1018528,31-01-2023,124,134,,PDF_Invoice date,ICIC_CCBX_NFS1_202301_D_CCBXNFS101230013.txt,"THE CITIZEN COOPERATIVE BANK LIMITED LAKSHDEEP APARTMENTS, NEAR DAMODAR TEMPLE, SWATANTRA PATH, VASCO DA GAMA INVOICE DATE: 31-01-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI, 400051 INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 CCBXNFS101230013 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINA"
903281,1519788,1018524,INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 14720 4532.69 MERCHANT TRANSACTIONS 14834 1574.30 TOTAL 6106.99,322,464,,PDF_Interchange Fees,ICIC_JIOP_UPI1_202302_D_JIOPUPI102230100.txt,"3RD FLR, MAKER CHAMBERS IV, 222, NARIMAN POINT INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JIOPUP|102230100 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 14720 4532.69 MERCHANT TRANSACTIONS 14834 1574.30 TOTAL 6106.99 CGST 549.63 SGST/UGST @9%% 549.63 IGST @ 18% 0.00 GRAND TOTAL 7206.25 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN THOUSAND TWO HUNDRED SIX AND TWENTY FIVE PAISE ONLY FOR JIO PAYMENTS BANK LTD GSTIN: 27AADCJ8257 C2ZI PAN: AADCJ8257C STATE: MAHARASHTRA DIGITALLY SIGNED BY RAVIKANT CHATURVED DATE: 2023.04.13"
903069,1519769,1018526,@9%% 0.00,541,550,,PDF_SGST / UGST @ 9 %,ICIC_CCBX_NFS1_202301_D_CCBXNFS101230013.txt,"TE :MAHARASHTRA STATE CODE :27 CCBXNFS101230013 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 7 119.00 NO. OF NON-FINANCIAL TRANSACTIONS 1 6.00 TOTAL 125.00 CGST @ 9% 0.00 SGST/UGST @9%% 0.00 IGST @ 18% 22.50 GRAND TOTAL 147.50 TOTAL (AMOUNT IN WORDS) RUPEES ONE HUNDRED FORTY SEVEN AND FIFTY PAISE ONLY FOR THE CITIZEN COOPERATIVE BANK LIMITED GSTIN: 30AACAT1914B1ZB PAN: AACAT19148 STATE: GOA APPROVAL SIGNATURE SIGNOR: SADASHIV SATU PHADTE DATE: THURSDAY, FEBRUARY 23, 2023 11:25 AM REASO"
903283,1519788,1018520,JIOPUP|102230100,223,239,,PDF_Invoice Number,ICIC_JIOP_UPI1_202302_D_JIOPUPI102230100.txt,"JIO PAYMENTS BANK LTD 3RD FLR, MAKER CHAMBERS IV, 222, NARIMAN POINT INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JIOPUP|102230100 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 14720 4532.69 MERCHANT TRANSACTIONS 14834 1574.30 TOTAL 6106.99 CGST 549.63 SGST/UGST @9%% 549.63 IGST @ 18% 0.00 GRAND TOTAL 7206.25 TOTA"
903285,1519788,1018529,AUTHORIZED SIGNATORY,786,806,,Signature Remarks,ICIC_JIOP_UPI1_202302_D_JIOPUPI102230100.txt, @9%% 549.63 IGST @ 18% 0.00 GRAND TOTAL 7206.25 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN THOUSAND TWO HUNDRED SIX AND TWENTY FIVE PAISE ONLY FOR JIO PAYMENTS BANK LTD GSTIN: 27AADCJ8257 C2ZI PAN: AADCJ8257C STATE: MAHARASHTRA DIGITALLY SIGNED BY RAVIKANT CHATURVED DATE: 2023.04.13 15:36:00 IST REASON: AUTHORIZED SIGNATORY
903288,1519789,1018522,"SEWA, 117-119, NAI PETH, JALGAON, MAHARASHTRA - 425001",32,86,,PDF_Address,ICIC_JJSB_UPI1_202212_D_JJSBUPI112220070.txt,"JALGAON JANATA SAHKARI BANK LTD SEWA, 117-119, NAI PETH, JALGAON, MAHARASHTRA - 425001 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JUSBUPI112220070 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 9"
903289,1519789,1018521,JALGAON JANATA SAHKARI BANK LTD,0,31,,PDF_Bank Name,ICIC_JJSB_UPI1_202212_D_JJSBUPI112220070.txt,"JALGAON JANATA SAHKARI BANK LTD SEWA, 117-119, NAI PETH, JALGAON, MAHARASHTRA - 425001 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 JUSBUPI112220070 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMO"
903071,1519770,1018519,27AAAC11195H1ZM,280,295,,ICICI GST NO,ICIC_CITI_MMS1_202302_D_CITIMMS102230020.txt,"CITIBANK CITI CENTRE, PLOT C-61, G BLOCK, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI - 400051 INVOICE DATE: 28-02-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: CITIMMS102230020 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAAC11195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 358 17920.00 TOTA 17920.00 CGST @ 9% 1612.80 SGST/UGST @ 9% 1612.80 IGST @ 18% 0.00 GRAND TOTAL 21145.60 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY ONE THOUSAND ONE HUNDRED FORTY FI"
903074,1519770,1018525,@ 9% 1612.80,451,463,,PDF_CGST @ 9%,ICIC_CITI_MMS1_202302_D_CITIMMS102230020.txt,": ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: CITIMMS102230020 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAAC11195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 358 17920.00 TOTA 17920.00 CGST @ 9% 1612.80 SGST/UGST @ 9% 1612.80 IGST @ 18% 0.00 GRAND TOTAL 21145.60 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY ONE THOUSAND ONE HUNDRED FORTY FIVE AND SIXTY PAISE ONLY FOR CITIBANK GSTIN: 27AAACCO462F124 PAN: AAACCO462F STATE: MAHARASHTRA APPROVAL SIGNATURE SIGNER: KUSHAL JUMANBOD.COM DABO: FRIDAY, MARCH 17, 20"
903075,1519770,1018523,27AAACCO462F124,639,654,,PDF_GSTIN,ICIC_CITI_MMS1_202302_D_CITIMMS102230020.txt,"UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 358 17920.00 TOTA 17920.00 CGST @ 9% 1612.80 SGST/UGST @ 9% 1612.80 IGST @ 18% 0.00 GRAND TOTAL 21145.60 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY ONE THOUSAND ONE HUNDRED FORTY FIVE AND SIXTY PAISE ONLY FOR CITIBANK GSTIN: 27AAACCO462F124 PAN: AAACCO462F STATE: MAHARASHTRA APPROVAL SIGNATURE SIGNER: KUSHAL JUMANBOD.COM DABO: FRIDAY, MARCH 17, 2023 2:39 PM REASON: DIGITALLY SIGNED"
903076,1519770,1018527,@ 18% 0.00,492,502,,PDF_IGST @ 18%,ICIC_CITI_MMS1_202302_D_CITIMMS102230020.txt,", MUMBAI - 400051 INVOICE NO: CITIMMS102230020 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAAC11195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE 358 17920.00 TOTA 17920.00 CGST @ 9% 1612.80 SGST/UGST @ 9% 1612.80 IGST @ 18% 0.00 GRAND TOTAL 21145.60 TOTAL (AMOUNT IN WORDS) RUPEES TWENTY ONE THOUSAND ONE HUNDRED FORTY FIVE AND SIXTY PAISE ONLY FOR CITIBANK GSTIN: 27AAACCO462F124 PAN: AAACCO462F STATE: MAHARASHTRA APPROVAL SIGNATURE SIGNER: KUSHAL JUMANBOD.COM DABO: FRIDAY, MARCH 17, 2023 2:39 PM REASON: DIGITALLY SIGNED"
903078,1519770,1018528,28-02-2023 ,107,118,,PDF_Invoice date,ICIC_CITI_MMS1_202302_D_CITIMMS102230020.txt,"CITIBANK CITI CENTRE, PLOT C-61, G BLOCK, BANDRA KURLA COMPLEX, BANDRA EAST, MUMBAI - 400051 INVOICE DATE: 28-02-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: CITIMMS102230020 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAAC11195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 INCENTIVE"
